Repetición;Frecuencia;En posicion;Posicion;Error SC;Presion;Nivel agua;T recipiente;T subenfriada;T Estimada;Inductancia;Unidad;Resistencia;unidad;Dia;Hora
8;150;1;200.0;0.0;122.0;770.0;302.0;288.0;292.20001220703125;39.625;mH;19.41;Ohm;2023-05-29;15:26:44.804461
8;180;1;200.0;0.0;122.0;770.0;302.0;288.0;292.20001220703125;39.351;mH;20.85;Ohm;2023-05-29;15:26:47.322768
8;200;1;200.0;0.0;122.0;770.0;302.0;288.0;292.20001220703125;39.076;mH;22.30;Ohm;2023-05-29;15:26:49.842622
8;220;1;200.0;0.0;122.0;770.0;302.0;288.0;292.20001220703125;38.896;mH;23.25;Ohm;2023-05-29;15:26:52.361985
9;12;1;200.0;0.0;122.0;770.0;302.0;288.0;292.20001220703125;40.364;mH;15.50;Ohm;2023-05-29;15:26:54.881230
9;15;1;200.0;0.0;122.0;770.0;302.0;288.0;292.20001220703125;40.363;mH;15.52;Ohm;2023-05-29;15:26:57.399596
9;20;1;200.0;0.0;122.0;770.0;302.0;288.0;292.20001220703125;40.357;mH;15.55;Ohm;2023-05-29;15:26:59.921712
9;30;1;200.0;0.0;122.0;770.0;302.0;288.0;292.20001220703125;40.340;mH;15.64;Ohm;2023-05-29;15:27:02.439185
9;120;1;200.0;0.0;122.0;770.0;302.0;288.0;292.20001220703125;39.889;mH;18.02;Ohm;2023-05-29;15:27:04.958600
9;150;1;200.0;0.0;122.0;770.0;302.0;288.0;292.20001220703125;39.625;mH;19.41;Ohm;2023-05-29;15:27:07.480850
9;180;1;200.0;0.0;122.0;770.0;302.0;288.0;292.20001220703125;39.351;mH;20.85;Ohm;2023-05-29;15:27:10.000165
9;200;1;200.0;0.0;122.0;770.0;302.0;288.0;292.20001220703125;39.076;mH;22.30;Ohm;2023-05-29;15:27:12.520463
9;220;1;200.0;0.0;122.0;770.0;302.0;288.0;292.20001220703125;38.896;mH;23.25;Ohm;2023-05-29;15:27:15.040367
