Dia:;2023-06-07;Hora:;11:35:50.958980
Repeticiones:;3;Frecuencias:;[12, 15, 20, 30, 120, 150, 180, 200, 220]
Revision:;Capem_Cliente_R4.ipynb


Repetición;Frecuencia;En posicion;Posicion;Error SC;Presion;Nivel agua;T recipiente;T subenfriada;T Estimada;Inductancia;Unidad;Resistencia;unidad;Dia;Hora
0;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.364;mH;14.21;Ohm;2023-06-07;11:49:57.169159
0;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.360;mH;14.25;Ohm;2023-06-07;11:49:59.681820
0;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.344;mH;14.34;Ohm;2023-06-07;11:50:02.230428
0;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.892;mH;16.72;Ohm;2023-06-07;11:50:04.748774
0;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.627;mH;18.11;Ohm;2023-06-07;11:50:07.264556
0;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.351;mH;19.55;Ohm;2023-06-07;11:50:09.779914
0;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.075;mH;21.00;Ohm;2023-06-07;11:50:12.293217
0;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.895;mH;21.94;Ohm;2023-06-07;11:50:14.810555
1;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.365;mH;14.20;Ohm;2023-06-07;11:50:17.328203
1;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.366;mH;14.21;Ohm;2023-06-07;11:50:19.846700
1;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.359;mH;14.25;Ohm;2023-06-07;11:50:22.360989
1;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.345;mH;14.34;Ohm;2023-06-07;11:50:24.879317
1;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.891;mH;16.72;Ohm;2023-06-07;11:50:27.397706
1;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.627;mH;18.11;Ohm;2023-06-07;11:50:29.915191
1;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.351;mH;19.55;Ohm;2023-06-07;11:50:32.430767
1;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.075;mH;21.00;Ohm;2023-06-07;11:50:34.946127
1;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.895;mH;21.94;Ohm;2023-06-07;11:50:37.466249
2;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.365;mH;14.20;Ohm;2023-06-07;11:50:39.983570
2;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.365;mH;14.22;Ohm;2023-06-07;11:50:42.500072
2;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.360;mH;14.25;Ohm;2023-06-07;11:50:45.016881
2;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.345;mH;14.34;Ohm;2023-06-07;11:50:47.536173
2;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.891;mH;16.72;Ohm;2023-06-07;11:50:50.050501
2;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.627;mH;18.11;Ohm;2023-06-07;11:50:52.564185
2;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.351;mH;19.55;Ohm;2023-06-07;11:50:55.078617
2;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.076;mH;21.00;Ohm;2023-06-07;11:50:57.593178
2;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.895;mH;21.94;Ohm;2023-06-07;11:51:00.109332
0;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.365;mH;14.21;Ohm;2023-06-07;12:00:59.340348
0;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.364;mH;14.22;Ohm;2023-06-07;12:01:01.860822
0;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.360;mH;14.25;Ohm;2023-06-07;12:01:04.378184
0;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.345;mH;14.34;Ohm;2023-06-07;12:01:06.945294
0;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.891;mH;16.73;Ohm;2023-06-07;12:01:09.465903
0;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.627;mH;18.11;Ohm;2023-06-07;12:01:11.987159
0;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.352;mH;19.56;Ohm;2023-06-07;12:01:14.505216
0;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.077;mH;21.00;Ohm;2023-06-07;12:01:17.021339
0;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.896;mH;21.95;Ohm;2023-06-07;12:01:19.546123
1;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.365;mH;14.21;Ohm;2023-06-07;12:01:22.065162
1;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.365;mH;14.22;Ohm;2023-06-07;12:01:24.587253
1;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.359;mH;14.25;Ohm;2023-06-07;12:01:27.109569
1;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.343;mH;14.35;Ohm;2023-06-07;12:01:29.626909
1;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.892;mH;16.73;Ohm;2023-06-07;12:01:32.149080
1;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.627;mH;18.11;Ohm;2023-06-07;12:01:34.667109
1;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.352;mH;19.56;Ohm;2023-06-07;12:01:37.192428
1;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.077;mH;21.00;Ohm;2023-06-07;12:01:39.709184
1;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.896;mH;21.95;Ohm;2023-06-07;12:01:42.224485
2;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.364;mH;14.21;Ohm;2023-06-07;12:01:44.740787
2;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.365;mH;14.22;Ohm;2023-06-07;12:01:47.259628
2;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.359;mH;14.26;Ohm;2023-06-07;12:01:49.783412
2;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.344;mH;14.35;Ohm;2023-06-07;12:01:52.304757
2;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.891;mH;16.73;Ohm;2023-06-07;12:01:54.819498
2;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.627;mH;18.11;Ohm;2023-06-07;12:01:57.332881
2;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.352;mH;19.56;Ohm;2023-06-07;12:01:59.849848
2;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.076;mH;21.00;Ohm;2023-06-07;12:02:02.375526
2;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.897;mH;21.95;Ohm;2023-06-07;12:02:04.937880
0;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.363;mH;14.21;Ohm;2023-06-07;12:06:15.983758
0;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.363;mH;14.23;Ohm;2023-06-07;12:06:18.499099
0;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.360;mH;14.26;Ohm;2023-06-07;12:06:21.015418
0;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.344;mH;14.35;Ohm;2023-06-07;12:06:23.529159
0;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.891;mH;16.73;Ohm;2023-06-07;12:06:26.048382
0;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.627;mH;18.11;Ohm;2023-06-07;12:06:28.561702
0;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.352;mH;19.56;Ohm;2023-06-07;12:06:31.078208
0;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.077;mH;21.00;Ohm;2023-06-07;12:06:33.594981
0;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.897;mH;21.95;Ohm;2023-06-07;12:06:36.110326
1;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.366;mH;14.21;Ohm;2023-06-07;12:06:38.626617
1;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.366;mH;14.23;Ohm;2023-06-07;12:06:41.140971
1;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.360;mH;14.26;Ohm;2023-06-07;12:06:43.657755
1;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.344;mH;14.35;Ohm;2023-06-07;12:06:46.174072
1;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.891;mH;16.73;Ohm;2023-06-07;12:06:48.690325
1;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.627;mH;18.11;Ohm;2023-06-07;12:06:51.201244
1;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.352;mH;19.56;Ohm;2023-06-07;12:06:53.715582
1;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.077;mH;21.00;Ohm;2023-06-07;12:06:56.229879
1;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.896;mH;21.95;Ohm;2023-06-07;12:06:58.742662
2;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.366;mH;14.21;Ohm;2023-06-07;12:07:01.257921
2;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.364;mH;14.23;Ohm;2023-06-07;12:07:03.772288
2;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.359;mH;14.26;Ohm;2023-06-07;12:07:06.288153
2;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.343;mH;14.35;Ohm;2023-06-07;12:07:08.804445
2;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.891;mH;16.73;Ohm;2023-06-07;12:07:11.319765
2;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.627;mH;18.11;Ohm;2023-06-07;12:07:13.835802
2;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.352;mH;19.56;Ohm;2023-06-07;12:07:16.348872
2;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.077;mH;21.00;Ohm;2023-06-07;12:07:18.861246
2;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.897;mH;21.95;Ohm;2023-06-07;12:07:21.377084
0;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.364;mH;14.21;Ohm;2023-06-07;12:07:36.600289
0;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.363;mH;14.23;Ohm;2023-06-07;12:07:39.114138
0;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.360;mH;14.26;Ohm;2023-06-07;12:07:47.416363
0;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.344;mH;14.35;Ohm;2023-06-07;12:07:49.928817
0;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.891;mH;16.73;Ohm;2023-06-07;12:07:52.446505
0;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.627;mH;18.11;Ohm;2023-06-07;12:07:54.986823
0;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.352;mH;19.56;Ohm;2023-06-07;12:07:57.502324
0;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.077;mH;21.00;Ohm;2023-06-07;12:08:00.020734
0;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.896;mH;21.95;Ohm;2023-06-07;12:08:02.534272
1;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.364;mH;14.21;Ohm;2023-06-07;12:08:05.046103
1;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.365;mH;14.23;Ohm;2023-06-07;12:08:07.561433
1;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.359;mH;14.26;Ohm;2023-06-07;12:08:10.075775
1;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.344;mH;14.35;Ohm;2023-06-07;12:08:12.593235
1;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.891;mH;16.73;Ohm;2023-06-07;12:08:15.108893
1;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.627;mH;18.11;Ohm;2023-06-07;12:08:17.625220
1;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.352;mH;19.56;Ohm;2023-06-07;12:08:20.138510
1;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.077;mH;21.00;Ohm;2023-06-07;12:08:22.655159
1;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.897;mH;21.95;Ohm;2023-06-07;12:08:25.171218
2;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.365;mH;14.21;Ohm;2023-06-07;12:08:27.686883
2;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.364;mH;14.23;Ohm;2023-06-07;12:08:30.199840
2;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.359;mH;14.26;Ohm;2023-06-07;12:08:32.718130
2;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.343;mH;14.35;Ohm;2023-06-07;12:08:35.235105
2;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.891;mH;16.73;Ohm;2023-06-07;12:08:37.752769
2;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.627;mH;18.11;Ohm;2023-06-07;12:08:40.269059
2;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.352;mH;19.56;Ohm;2023-06-07;12:08:42.783889
2;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.077;mH;21.00;Ohm;2023-06-07;12:08:45.299878
2;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.897;mH;21.95;Ohm;2023-06-07;12:08:47.814659
0;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.367;mH;14.21;Ohm;2023-06-07;12:14:44.601890
0;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.364;mH;14.23;Ohm;2023-06-07;12:14:47.119277
0;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.360;mH;14.26;Ohm;2023-06-07;12:14:49.639954
0;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.344;mH;14.35;Ohm;2023-06-07;12:14:52.160258
0;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.892;mH;16.73;Ohm;2023-06-07;12:14:54.719337
0;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.628;mH;18.12;Ohm;2023-06-07;12:14:57.234961
0;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.352;mH;19.56;Ohm;2023-06-07;12:14:59.749244
0;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.077;mH;21.00;Ohm;2023-06-07;12:15:02.267114
0;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.897;mH;21.95;Ohm;2023-06-07;12:15:04.782432
1;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.365;mH;14.21;Ohm;2023-06-07;12:15:07.298722
1;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.363;mH;14.23;Ohm;2023-06-07;12:15:09.810599
1;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.359;mH;14.26;Ohm;2023-06-07;12:15:12.327397
1;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.343;mH;14.35;Ohm;2023-06-07;12:15:14.847200
1;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.892;mH;16.73;Ohm;2023-06-07;12:15:17.363296
1;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.628;mH;18.12;Ohm;2023-06-07;12:15:19.879850
1;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.353;mH;19.56;Ohm;2023-06-07;12:15:22.394211
1;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.078;mH;21.00;Ohm;2023-06-07;12:15:24.907963
1;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.897;mH;21.95;Ohm;2023-06-07;12:15:27.423605
2;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.367;mH;14.21;Ohm;2023-06-07;12:15:29.935169
2;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.364;mH;14.23;Ohm;2023-06-07;12:15:32.455108
2;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.358;mH;14.26;Ohm;2023-06-07;12:15:34.970766
2;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.344;mH;14.35;Ohm;2023-06-07;12:15:37.489120
2;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.891;mH;16.73;Ohm;2023-06-07;12:15:40.009423
2;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.627;mH;18.12;Ohm;2023-06-07;12:15:42.526135
2;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.352;mH;19.56;Ohm;2023-06-07;12:15:45.044291
2;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.077;mH;21.00;Ohm;2023-06-07;12:15:47.557773
2;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.897;mH;21.95;Ohm;2023-06-07;12:15:50.073833
0;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.365;mH;14.22;Ohm;2023-06-07;12:18:11.585237
0;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.363;mH;14.23;Ohm;2023-06-07;12:18:14.111034
0;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.360;mH;14.26;Ohm;2023-06-07;12:18:16.632999
0;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.343;mH;14.35;Ohm;2023-06-07;12:18:19.147854
0;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.891;mH;16.73;Ohm;2023-06-07;12:18:21.672179
0;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.628;mH;18.12;Ohm;2023-06-07;12:18:24.197306
0;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.353;mH;19.56;Ohm;2023-06-07;12:18:26.716538
0;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.077;mH;21.01;Ohm;2023-06-07;12:18:29.236800
0;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.897;mH;21.95;Ohm;2023-06-07;12:18:31.758547
1;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.363;mH;14.22;Ohm;2023-06-07;12:18:34.274769
1;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.364;mH;14.23;Ohm;2023-06-07;12:18:36.797373
1;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.359;mH;14.26;Ohm;2023-06-07;12:18:39.317747
1;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.343;mH;14.35;Ohm;2023-06-07;12:18:41.838804
1;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.891;mH;16.73;Ohm;2023-06-07;12:18:44.360357
1;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.627;mH;18.12;Ohm;2023-06-07;12:18:46.881201
1;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.352;mH;19.56;Ohm;2023-06-07;12:18:49.402755
1;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.078;mH;21.01;Ohm;2023-06-07;12:18:51.922302
1;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.898;mH;21.95;Ohm;2023-06-07;12:18:54.440173
2;12;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.365;mH;14.22;Ohm;2023-06-07;12:18:56.960005
2;15;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.362;mH;14.23;Ohm;2023-06-07;12:18:59.483314
2;20;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.358;mH;14.26;Ohm;2023-06-07;12:19:02.006349
2;30;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;40.343;mH;14.35;Ohm;2023-06-07;12:19:04.526839
2;120;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.891;mH;16.73;Ohm;2023-06-07;12:19:07.048924
2;150;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.627;mH;18.12;Ohm;2023-06-07;12:19:09.569576
2;180;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.353;mH;19.56;Ohm;2023-06-07;12:19:12.087657
2;200;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;39.078;mH;21.01;Ohm;2023-06-07;12:19:14.606179
2;220;1;0.0;0.0;119.0;720.0;300.0;290.0;293.0;38.898;mH;21.95;Ohm;2023-06-07;12:19:17.127351
